"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331409964","4.1.1.1","12.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409965","4.1.1.2","9.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409966","4.1.1.3","15.9","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331409967","4.1.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409968","4.1.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409969","4.1.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331409970","4.1.2.1","32.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409971","4.1.2.2","27.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409972","4.1.2.3","37.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331409973","4.1.2.4","43","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409974","4.1.2.5","37","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409975","4.1.2.6","50","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331409976","4.1.3.1","55.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409977","4.1.3.2","50.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409978","4.1.3.3","60.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331409979","4.1.3.4","75","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409980","4.1.3.5","68","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409981","4.1.3.6","81","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331409982","4.2.1.1","9.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409983","4.2.1.2","5.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409984","4.2.1.3","15.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331409985","4.2.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409986","4.2.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409987","4.2.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331409988","4.2.2.1","29.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409989","4.2.2.2","22.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409990","4.2.2.3","36.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331409991","4.2.2.4","19","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409992","4.2.2.5","14","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409993","4.2.2.6","24","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331409994","4.2.3.1","61.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409995","4.2.3.2","53.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409996","4.2.3.3","68.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331409997","4.2.3.4","40","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331409998","4.2.3.5","36","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331409999","4.2.3.6","45","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410000","4.3.1.1","14.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410001","4.3.1.2","9.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410002","4.3.1.3","20.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410003","4.3.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410004","4.3.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410005","4.3.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410006","4.3.2.1","35.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410007","4.3.2.2","28.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410008","4.3.2.3","42.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410009","4.3.2.4","24","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410010","4.3.2.5","20","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410011","4.3.2.6","29","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410012","4.3.3.1","50.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410013","4.3.3.2","42.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410014","4.3.3.3","57.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410015","4.3.3.4","34","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410016","4.3.3.5","29","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410017","4.3.3.6","39","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410018","5.1.1.1","13.9","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410019","5.1.1.2","10.5","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410020","5.1.1.3","17.9","","","","1"
